id,cnt
15801,313
15802,285
15803,305
15804,499
15805,886
15806,809
15807,542
15808,347
15809,271
15810,207
15811,135
15812,71
15813,36
15814,19
15815,13
15816,5
15817,50
15818,144
15819,421
15820,734
15821,403
15822,197
15823,290
15824,392
15825,337
15826,351
15827,448
15828,582
15829,817
15830,665
15831,471
15832,311
15833,292
15834,217
15835,178
15836,142
15837,146
15838,90
15839,26
15840,13
15841,9
15842,31
15843,86
15844,213
15845,328
15846,479
15847,585
15848,668
15849,760
15850,750
15851,711
15852,612
15853,618
15854,456
15855,300
15856,296
15857,209
15858,157
15859,167
15860,117
15861,133
15862,116
15863,79
15864,20
15865,28
15866,39
15867,65
15868,173
15869,330
15870,434
15871,462
15872,491
15873,391
15874,402
15875,301
15876,293
15877,225
15878,154
15879,54
15880,55
15881,46
15882,37
15883,14
15884,22
15885,116
15886,126
15887,124
15888,98
15889,124
15890,143
15891,115
15892,81
15893,64
15894,66
15895,39
15896,16
15897,8
15898,7
15899,3
15900,5
15901,24
15902,116
15903,337
15904,621
15905,297
15906,168
15907,189
15908,241
15909,213
15910,224
15911,230
15912,424
15913,723
15914,584
15915,410
15916,268
15917,192
15918,165
15919,101
15920,60
15921,30
15922,20
15923,15
15924,10
15925,40
15926,148
15927,420
15928,680
15929,331
15930,146
15931,170
15932,221
15933,248
15934,185
15935,214
15936,344
15937,689
15938,678
15939,452
15940,296
15941,267
15942,202
15943,120
15944,50
15945,24
15946,10
15947,3
15948,7
15949,26
15950,122
15951,357
15952,687
15953,382
15954,204
15955,221
15956,292
15957,294
15958,262
15959,306
15960,421
15961,638
15962,522
15963,374
15964,221
15965,156
15966,149
15967,119
15968,108
15969,89
15970,46
15971,28
15972,16
15973,9
15974,21
15975,59
15976,142
15977,219
15978,328
15979,340
15980,394
15981,449
15982,455
15983,448
15984,400
15985,410
15986,297
15987,239
15988,181
15989,166
15990,146
15991,148
15992,102
15993,165
15994,37
15995,11
15996,9
15997,5
15998,16
15999,50
16000,149
16001,217
16002,360
16003,445
16004,504
16005,493
16006,509
16007,449
16008,435
16009,327
16010,237
16011,227
16012,141
16013,87
16014,79
16015,53
16016,23
16017,8
16018,6
16019,4
16020,16
16021,39
16022,139
16023,461
16024,648
16025,257
16026,142
16027,150
16028,244
16029,222
16030,196
16031,231
16032,360
16033,638
16034,542
16035,372
16036,241
16037,152
16038,115
16039,53
16040,19
16041,8
16042,2
16043,4
16044,7
16045,41
16046,149
16047,387
16048,588
16049,363
16050,230
16051,216
16052,248
16053,278
16054,240
16055,272
16056,402
16057,627
16058,497
16059,371
16060,228
16061,151
16062,153
16063,205
16064,283
16065,92
16066,74
16067,11
16068,9
16069,27
16070,118
16071,319
16072,601
16073,368
16074,178
16075,147
16076,212
16077,181
16078,161
16079,198
16080,273
16081,517
16082,465
16083,319
16084,256
16085,126
16086,60
16087,40
16088,15
16089,12
16090,6
16091,10
16092,35
16093,124
16094,423
16095,668
16096,275
16097,161
16098,171
16099,235
16100,228
16101,182
16102,233
16103,339
16104,592
16105,507
16106,373
16107,245
16108,233
16109,161
16110,87
16111,55
16112,20
16113,12
16114,9
16115,14
16116,27
16117,131
16118,341
16119,693
16120,327
16121,197
16122,251
16123,262
16124,299
16125,274
16126,356
16127,434
16128,654
16129,496
16130,361
16131,255
16132,199
16133,163
16134,162
16135,122
16136,76
16137,44
16138,20
16139,6
16140,10
16141,16
16142,71
16143,146
16144,259
16145,350
16146,466
16147,606
16148,651
16149,627
16150,567
16151,605
16152,501
16153,359
16154,283
16155,192
16156,220
16157,193
16158,146
16159,124
16160,108
16161,70
16162,48
16163,11
16164,12
16165,19
16166,68
16167,119
16168,273
16169,405
16170,504
16171,585
16172,686
16173,654
16174,724
16175,653
16176,493
16177,405
16178,277
16179,200
16180,171
16181,134
16182,109
16183,49
16184,30
16185,20
16186,4
16187,4
16188,24
16189,71
16190,264
16191,540
16192,397
16193,266
16194,367
16195,419
16196,420
16197,444
16198,382
16199,434
16200,596
16201,551
16202,353
16203,304
16204,155
16205,112
16206,63
16207,23
16208,5
16209,11
16210,5
16211,9
16212,18
16213,50
16214,107
16215,211
16216,110
16217,94
16218,155
16219,196
16220,218
16221,203
16222,217
16223,310
16224,608
16225,559
16226,356
16227,223
16228,187
16229,135
16230,84
16231,24
16232,12
16233,1
16234,5
16235,6
16236,39
16237,146
16238,415
16239,691
16240,332
16241,171
16242,151
16243,240
16244,214
16245,181
16246,260
16247,321
16248,583
16249,567
16250,396
16251,267
16252,213
16253,173
16254,87
16255,34
16256,16
16257,7
16258,2
16259,5
16260,37
16261,147
16262,410
16263,646
16264,323
16265,153
16266,166
16267,213
16268,217
16269,201
16270,217
16271,342
16272,563
16273,573
16274,386
16275,285
16276,224
16277,153
16278,125
16279,65
16280,21
16281,9
16282,6
16283,5
16284,36
16285,130
16286,367
16287,711
16288,351
16289,198
16290,218
16291,290
16292,278
16293,251
16294,267
16295,383
16296,580
16297,505
16298,332
16299,227
16300,178
16301,162
16302,128
16303,106
16304,87
16305,49
16306,21
16307,7
16308,11
16309,21
16310,78
16311,168
16312,248
16313,320
16314,423
16315,476
16316,525
16317,555
16318,549
16319,469
16320,403
16321,271
16322,253
16323,172
16324,139
16325,145
16326,133
16327,129
16328,95
16329,73
16330,46
16331,12
16332,12
16333,15
16334,42
16335,119
16336,204
16337,329
16338,359
16339,442
16340,447
16341,428
16342,407
16343,372
16344,280
16345,276
16346,210
16347,129
16348,110
16349,74
16350,59
16351,27
16352,19
16353,5
16354,2
16355,12
16356,39
16357,131
16358,386
16359,663
16360,278
16361,139
16362,197
16363,242
16364,251
16365,217
16366,257
16367,380
16368,619
16369,580
16370,406
16371,259
16372,203
16373,113
16374,74
16375,29
16376,13
16377,5
16378,2
16379,6
16380,34
16381,148
16382,418
16383,665
16384,326
16385,176
16386,205
16387,313
16388,267
16389,224
16390,287
16391,395
16392,590
16393,550
16394,384
16395,235
16396,157
16397,122
16398,83
16399,26
16400,14
16401,8
16402,2
16403,10
16404,29
16405,101
16406,273
16407,551
16408,365
16409,172
16410,241
16411,344
16412,365
16413,413
16414,449
16415,469
16416,374
16417,311
16418,243
16419,136
16420,105
16421,88
16422,57
16423,46
16424,42
16425,18
16426,6
16427,3
16428,8
16429,17
16430,56
16431,97
16432,119
16433,219
16434,232
16435,262
16436,269
16437,220
16438,228
16439,182
16440,109
16441,70
16442,44
16443,52
16444,46
16445,44
16446,36
16447,32
16448,13
16449,5
16450,1
16451,4
16452,10
16453,20
16454,77
16455,94
16456,112
16457,201
16458,251
16459,379
16460,424
16461,435
16462,447
16463,357
16464,300
16465,208
16466,154
16467,142
16468,98
16469,79
16470,67
16471,42
16472,20
16473,32
16474,11
16475,3
16476,3
16477,10
16478,25
16479,62
16480,122
16481,142
16482,186
16483,199
16484,225
16485,207
16486,198
16487,170
16488,126
16489,145
16490,83
16491,58
16492,75
16493,76
16494,57
16495,34
16496,36
16497,28
16498,8
16499,2
16500,3
16501,11
16502,21
16503,34
16504,96
16505,139
16506,204
16507,202
16508,195
16509,203
16510,245
16511,228
16512,181
16513,141
16514,127
16515,119
16516,64
16517,62
16518,41
16519,23
16520,10
16521,5
16522,5
16523,10
16524,41
16525,124
16526,365
16527,638
16528,286
16529,147
16530,130
16531,210
16532,217
16533,228
16534,230
16535,346
16536,553
16537,521
16538,371
16539,277
16540,181
16541,104
16542,65
16543,26
16544,6
16545,5
16546,4
16547,5
16548,31
16549,100
16550,293
16551,500
16552,268
16553,57
16554,65
16555,76
16556,77
16557,94
16558,155
16559,257
16560,527
16561,482
16562,350
16563,232
16564,185
16565,97
16566,67
16567,23
16568,12
16569,1
16570,3
16571,4
16572,39
16573,136
16574,409
16575,692
16576,322
16577,161
16578,146
16579,208
16580,214
16581,176
16582,179
16583,325
16584,563
16585,542
16586,387
16587,263
16588,223
16589,154
16590,78
16591,29
16592,16
16593,7
16594,7
16595,42
16596,121
16597,362
16598,679
16599,299
16600,178
16601,163
16602,236
16603,224
16604,187
16605,220
16606,370
16607,561
16608,537
16609,344
16610,252
16611,208
16612,151
16613,130
16614,52
16615,19
16616,12
16617,4
16618,3
16619,40
16620,106
16621,352
16622,729
16623,330
16624,169
16625,201
16626,268
16627,262
16628,251
16629,296
16630,405
16631,582
16632,509
16633,377
16634,245
16635,183
16636,163
16637,110
16638,108
16639,69
16640,50
16641,15
16642,5
16643,13
16644,27
16645,63
16646,144
16647,193
16648,256
16649,392
16650,446
16651,509
16652,479
16653,484
16654,443
16655,320
16656,297
16657,249
16658,198
16659,158
16660,147
16661,126
16662,117
16663,94
16664,74
16665,25
16666,7
16667,8
16668,16
16669,31
16670,93
16671,172
16672,293
16673,355
16674,520
16675,431
16676,473
16677,417
16678,443
16679,303
16680,203
16681,174
16682,154
16683,99
16684,96
16685,51
16686,21
16687,13
16688,10
16689,8
16690,5
16691,38
16692,138
16693,396
16694,731
16695,308
16696,136
16697,233
16698,268
16699,321
16700,260
16701,268
16702,442
16703,708
16704,692
16705,471
16706,300
16707,221
16708,144
16709,102
16710,55
16711,25
16712,8
16713,4
16714,7
16715,46
16716,153
16717,502
16718,721
16719,336
16720,156
16721,207
16722,312
16723,272
16724,270
16725,300
16726,435
16727,743
16728,731
16729,460
16730,306
16731,280
16732,181
16733,96
16734,37
16735,11
16736,9
16737,7
16738,10
16739,49
16740,124
16741,398
16742,759
16743,388
16744,141
16745,172
16746,232
16747,214
16748,218
16749,285
16750,377
16751,605
16752,609
16753,414
16754,293
16755,198
16756,105
16757,74
16758,44
16759,16
16760,9
16761,2
16762,9
16763,32
16764,124
16765,389
16766,659
16767,276
16768,145
16769,178
16770,235
16771,245
16772,212
16773,270
16774,331
16775,617
16776,565
16777,373
16778,227
16779,191
16780,133
16781,93
16782,48
16783,28
16784,11
16785,5
16786,10
16787,26
16788,84
16789,215
16790,441
16791,301
16792,166
16793,203
16794,240
16795,220
16796,215
16797,303
16798,375
16799,568
16800,498
16801,352
16802,241
16803,171
16804,165
16805,122
16806,103
16807,100
16808,70
16809,29
16810,12
16811,6
16812,20
16813,39
16814,111
16815,170
16816,287
16817,404
16818,486
16819,547
16820,542
16821,541
16822,507
16823,345
16824,304
16825,246
16826,182
16827,209
16828,160
16829,162
16830,118
16831,102
16832,78
16833,48
16834,12
16835,8
16836,6
16837,23
16838,69
16839,103
16840,219
16841,250
16842,315
16843,285
16844,232
16845,225
16846,253
16847,229
16848,198
16849,122
16850,108
16851,96
16852,78
16853,51
16854,20
16855,4
16856,5
16857,4
16858,12
16859,27
16860,123
16861,294
16862,584
16863,284
16864,133
16865,134
16866,173
16867,220
16868,210
16869,236
16870,345
16871,616
16872,564
16873,427
16874,300
16875,245
16876,126
16877,84
16878,31
16879,8
16880,1
16881,3
16882,8
16883,41
16884,118
16885,380
16886,724
16887,334
16888,154
16889,173
16890,226
16891,254
16892,204
16893,270
16894,358
16895,601
16896,546
16897,433
16898,257
16899,207
16900,106
16901,64
16902,34
16903,21
16904,9
16905,10
16906,4
16907,37
16908,128
16909,369
16910,688
16911,285
16912,136
16913,172
16914,232
16915,238
16916,225
16917,228
16918,329
16919,561
16920,540
16921,402
16922,268
16923,202
16924,122
16925,79
16926,32
16927,23
16928,8
16929,2
16930,8
16931,33
16932,114
16933,385
16934,679
16935,325
16936,167
16937,189
16938,282
16939,271
16940,242
16941,280
16942,406
16943,550
16944,466
16945,348
16946,241
16947,213
16948,148
16949,120
16950,47
16951,26
16952,9
16953,12
16954,10
16955,34
16956,113
16957,308
16958,636
16959,343
16960,190
16961,211
16962,273
16963,313
16964,299
16965,309
16966,417
16967,622
16968,455
16969,319
16970,221
16971,172
16972,138
16973,134
16974,94
16975,95
16976,69
16977,23
16978,6
16979,3
16980,11
16981,48
16982,119
16983,220
16984,273
16985,393
16986,453
16987,456
16988,426
16989,447
16990,413
16991,309
16992,272
16993,257
16994,201
16995,184
16996,156
16997,119
16998,110
16999,96
17000,87
17001,38
17002,11
17003,9
17004,6
17005,27
17006,88
17007,132
17008,257
17009,295
17010,417
17011,356
17012,310
17013,338
17014,400
17015,243
17016,107
17017,109
17018,122
17019,106
17020,89
17021,33
17022,28
17023,15
17024,5
17025,3
17026,5
17027,24
17028,108
17029,319
17030,592
17031,282
17032,135
17033,170
17034,232
17035,210
17036,181
17037,211
17038,302
17039,495
17040,507
17041,340
17042,200
17043,120
17044,54
17045,47
17046,18
17047,15
17048,7
17049,5
17050,8
17051,36
17052,118
17053,355
17054,662
17055,326
17056,184
17057,269
17058,313
17059,286
17060,247
17061,246
17062,363
17063,572
17064,525
17065,353
17066,268
17067,168
17068,132
17069,81
17070,41
17071,15
17072,3
17073,5
17074,7
17075,31
17076,112
17077,363
17078,678
17079,317
17080,164
17081,200
17082,236
17083,213
17084,218
17085,237
17086,334
17087,562
17088,569
17089,336
17090,241
17091,168
17092,129
17093,88
17094,42
17095,20
17096,8
17097,4
17098,6
17099,35
17100,118
17101,350
17102,599
17103,317
17104,161
17105,190
17106,212
17107,217
17108,214
17109,249
17110,302
17111,475
17112,381
17113,118
17114,50
17115,26
17116,21
17117,13
17118,17
17119,9
17120,3
17121,3
17122,6
17123,13
17124,80
17125,208
17126,472
17127,267
17128,154
17129,162
17130,224
17131,240
17132,219
17133,263
17134,281
17135,321
17136,243
17137,153
17138,112
17139,70
17140,63
17141,40
17142,31
17143,35
17144,23
17145,7
17146,5
17147,5
17148,13
17149,20
17150,29
17151,90
17152,118
17153,159
17154,146
17155,158
17156,161
17157,153
17158,147
17159,114
17160,82
17161,60
17162,61
17163,53
17164,39
17165,40
17166,27
17167,20
17168,18
17169,9
17170,4
17171,6
17172,9
17173,19
17174,48
17175,56
17176,93
17177,152
17178,196
17179,186
17180,175
17181,137
17182,190
17183,114
17184,93
17185,58
17186,52
17187,42
17188,58
17189,25
17190,12
17191,11
17192,5
17193,3
17194,9
17195,17
17196,30
17197,66
17198,85
17199,103
17200,124
17201,135
17202,70
17203,46
17204,33
17205,33
17206,26
17207,26
17208,18
17209,23
17210,22
17211,12
17212,11
17213,13
17214,13
17215,7
17216,1
17217,3
17218,7
17219,6
17220,11
17221,28
17222,32
17223,86
17224,114
17225,121
17226,126
17227,107
17228,86
17229,50
17230,43
17231,36
17232,40
17233,34
17234,19
17235,30
17236,9
17237,7
17238,1
17239,2
17240,2
17241,11
17242,36
17243,26
17244,31
17245,23
17246,8
17247,10
17248,10
17249,15
17250,20
17251,13
17252,13
17253,53
17254,43
17255,35
17256,32
17257,20
17258,11
17259,10
17260,3
17261,5
17262,2
17263,1
17264,3
17265,11
17266,45
17267,90
17268,208
17269,133
17270,75
17271,103
17272,109
17273,118
17274,119
17275,120
17276,174
17277,257
17278,197
17279,117
17280,91
17281,63
17282,44
17283,26
17284,25
17285,9
17286,5
17287,2
17288,4
17289,15
17290,51
17291,112
17292,239
17293,191
17294,162
17295,178
17296,222
17297,222
17298,261
17299,225
17300,250
17301,271
17302,213
17303,128
17304,97
17305,92
17306,62
17307,59
17308,26
17309,37
17310,19
17311,6
17312,3
17313,3
17314,7
17315,18
17316,44
17317,49
17318,41
17319,45
17320,48
17321,84
17322,98
17323,129
17324,147
17325,118
17326,110
17327,97
17328,66
17329,60
17330,54
17331,32
17332,41
17333,28
17334,19
17335,15
17336,7
17337,2
17338,8
17339,13
17340,33
17341,74
17342,122
17343,136
17344,144
17345,169
17346,160
17347,138
17348,133
17349,123
17350,125
17351,102
17352,72
17353,47
17354,36
17355,49
17356,34
17357,19
17358,11
17359,1
17360,3
17361,9
17362,40
17363,85
17364,196
17365,157
17366,120
17367,157
17368,224
17369,203
17370,247
17371,315
17372,214
17373,164
17374,122
17375,119
17376,89
17377,90
17378,61
17379,49
